345.74	1417.60
345.96	1417.60
346.17	1417.60
346.39	1419.65
346.60	1382.38
346.81	2571.84
347.03	2630.82
347.24	3230.06
347.46	3303.78
347.67	2670.96
347.89	2515.32
348.10	3105.54
348.32	3006.42
348.53	2569.38
348.75	2584.54
348.96	2913.03
349.18	3257.91
349.39	2547.67
349.61	2546.44
349.82	3155.10
350.04	3107.18
350.25	2545.22
350.47	2646.79
350.68	3185.82
350.90	3371.78
351.11	2486.64
351.32	2580.03
351.54	3293.54
351.75	3332.05
351.97	2551.36
352.18	2566.51
352.40	2937.61
352.61	3257.91
352.83	2736.50
353.04	2441.59
353.26	3221.86
353.47	3010.51
353.69	2619.35
353.90	2541.53
354.11	2847.50
354.33	3458.20
354.54	2288.81
354.76	2674.24
354.97	2859.78
355.19	3185.41
355.40	2441.59
355.62	3024.44
355.83	3039.19
356.04	3139.54
356.26	2408.41
356.47	2674.24
356.69	2843.81
356.90	3579.85
357.12	2563.65
357.33	2421.52
357.55	3010.10
357.76	3041.64
357.97	2387.11
358.19	2636.15
358.40	2837.26
358.62	3253.81
358.83	2523.10
359.05	2781.14
359.26	2944.98
359.47	3053.93
359.69	2693.90
359.90	2888.86
360.12	2861.83
360.33	2994.13
360.55	2473.13
360.76	2766.40
360.97	3164.52
361.19	3292.72
361.40	2453.88
361.62	2704.55
361.83	3301.33
362.04	3351.71
362.26	2579.21
362.47	2620.58
362.69	2954.81
362.90	3111.27
363.12	2451.83
363.33	2580.44
363.54	3092.43
363.76	3233.74
363.97	2623.86
364.19	2617.71
364.40	3394.30
364.61	2975.70
364.83	2289.22
365.04	2715.61
365.26	3037.96
365.47	3366.04
365.68	2522.69
365.90	2597.64
366.11	3008.47
366.33	3342.69
366.54	2497.70
366.75	2448.55
366.97	2788.10
367.18	2956.04
367.40	2669.73
367.61	2532.52
367.82	3030.58
368.04	3189.10
368.25	2652.12
368.46	2653.35
368.68	2960.13
368.89	3390.62
369.11	2579.62
369.32	2691.44
369.53	3388.57
369.75	3125.20
369.96	2926.96
370.18	2653.35
370.39	2922.86
370.60	3077.69
370.82	2490.74
371.03	2543.58
371.24	3461.48
371.46	2902.79
371.67	2688.98
371.88	2545.22
372.10	2804.90
372.31	2788.92
372.53	2344.51
372.74	2541.12
372.95	2866.34
373.17	2858.15
373.38	2782.37
373.59	2713.15
373.81	3053.52
374.02	3349.25
374.23	2469.03
374.45	2955.22
374.66	3137.08
374.88	3063.35
375.09	2537.43
375.30	2877.40
375.52	3036.32
375.73	3293.13
375.94	2491.56
376.16	2827.02
376.37	3224.73
376.58	3215.31
376.80	2773.77
377.01	2783.60
377.22	3657.67
377.44	3265.69
377.65	2709.87
377.86	2289.63
378.08	3081.78
378.29	2888.86
378.50	2690.21
378.72	2452.65
378.93	3486.87
379.14	3251.76
379.36	2966.69
379.57	2639.83
379.78	2782.37
380.00	3182.54
380.21	2382.61
380.42	2354.75
380.64	2723.80
380.85	2786.06
381.06	2716.84
381.28	2573.89
381.49	3483.19
381.70	2907.30
381.92	2495.25
382.13	2654.99
382.34	3514.31
382.56	3328.36
382.77	2571.84
382.98	2636.15
383.19	3152.23
383.41	3110.05
383.62	2585.77
383.83	2680.38
384.05	3109.23
384.26	3163.70
384.47	2672.19
384.69	2579.62
384.90	3022.39
385.11	3384.88
385.33	2595.60
385.54	2761.07
385.75	2865.11
385.96	3250.54
386.18	3152.23
386.39	2672.60
386.60	2894.60
386.82	3422.57
387.03	2640.65
387.24	2614.44
387.45	2904.43
387.67	2865.11
387.88	2777.86
388.09	2688.98
388.31	2904.43
388.52	2981.84
388.73	3026.49
388.94	2608.70
389.16	3258.32
389.37	2887.64
389.58	2648.02
389.80	2606.25
390.01	2964.64
390.22	3211.62
390.43	2781.96
390.65	2722.98
390.86	2969.55
391.07	3215.31
391.29	2645.57
391.50	2330.18
391.71	3256.27
391.92	3220.64
392.14	2688.16
392.35	2777.05
392.56	2818.41
392.77	3135.85
392.99	2712.74
393.20	2435.85
393.41	2940.47
393.62	2982.25
393.84	2496.47
394.05	2666.46
394.26	3124.79
394.47	3343.10
394.69	2876.17
394.90	2906.48
395.11	3030.17
395.32	2969.15
395.54	2546.85
