345.74	1286.12
345.96	1286.12
346.17	1286.12
346.39	1327.08
346.60	1392.62
346.81	2398.17
347.03	2424.80
347.24	3127.25
347.46	3104.72
347.67	2543.58
347.89	2521.05
348.10	3008.47
348.32	2895.83
348.53	2422.75
348.75	2533.34
348.96	2742.23
349.18	3123.15
349.39	2430.94
349.61	2478.04
349.82	2965.46
350.04	3002.32
350.25	2449.37
350.47	2570.20
350.68	3047.38
350.90	3203.02
351.11	2426.84
351.32	2473.95
351.54	3170.26
351.75	3243.98
351.97	2504.67
352.18	2398.17
352.40	2801.62
352.61	3276.75
352.83	2559.96
353.04	2306.01
353.26	3102.67
353.47	2936.79
353.69	2416.60
353.90	2389.98
354.11	2764.76
354.33	3303.37
354.54	2220.00
354.76	2605.02
354.97	2799.57
355.19	3125.20
355.40	2367.45
355.62	2916.31
355.83	2951.12
356.04	2969.55
356.26	2334.68
356.47	2543.58
356.69	2809.81
356.90	3393.48
357.12	2482.14
357.33	2314.20
357.55	2875.35
357.76	2891.73
357.97	2342.88
358.19	2553.82
358.40	2815.96
358.62	3241.93
358.83	2398.17
359.05	2588.63
359.26	2858.96
359.47	2965.46
359.69	2537.43
359.90	2830.29
360.12	2842.58
360.33	2899.92
360.55	2344.92
360.76	2643.93
360.97	2998.23
361.19	3235.79
361.40	2410.46
361.62	2547.67
361.83	3305.42
362.04	3266.51
362.26	2410.46
362.47	2531.29
362.69	2865.11
362.90	3055.57
363.12	2406.36
363.33	2482.14
363.54	2916.31
363.76	3174.35
363.97	2582.49
364.19	2457.56
364.40	3233.74
364.61	2949.08
364.83	2242.53
365.04	2627.54
365.26	2891.73
365.47	3196.88
365.68	2441.18
365.90	2625.50
366.11	2867.16
366.33	3260.37
366.54	2439.13
366.75	2320.35
366.97	2711.51
367.18	2893.78
367.40	2607.06
367.61	2435.03
367.82	2987.99
368.04	3157.97
368.25	2633.69
368.46	2594.78
368.68	2826.20
368.89	3246.03
369.11	2502.62
369.32	2615.26
