345.74	1373.16
345.96	1373.16
346.17	1373.16
346.39	1383.40
346.60	1402.86
346.81	2511.83
347.03	2502.62
347.24	3158.99
347.46	3221.45
347.67	2658.26
347.89	2460.63
348.10	3020.75
348.32	2916.31
348.53	2456.54
348.75	2542.55
348.96	2850.77
349.18	3166.16
349.39	2496.47
349.61	2465.75
349.82	3043.28
350.04	3028.95
350.25	2531.29
350.47	2587.61
350.68	3122.13
350.90	3245.01
351.11	2372.57
351.32	2543.58
351.54	3174.35
351.75	3238.86
351.97	2464.73
352.18	2548.70
352.40	2856.92
352.61	3165.14
352.83	2677.72
353.04	2401.24
353.26	3145.68
353.47	2956.24
353.69	2520.03
353.90	2504.67
354.11	2765.78
354.33	3363.79
354.54	2261.98
354.76	2555.86
354.97	2806.74
355.19	3138.51
355.40	2391.00
355.62	2907.09
355.83	3002.32
356.04	3056.59
356.26	2395.10
356.47	2625.50
356.69	2809.81
356.90	3479.50
357.12	2541.53
357.33	2339.80
357.55	2950.10
357.76	2942.93
357.97	2294.75
358.19	2552.79
358.40	2809.81
358.62	3268.56
358.83	2423.77
359.05	2715.61
359.26	2910.16
359.47	2974.67
359.69	2654.17
359.90	2796.50
360.12	2768.85
360.33	2916.31
360.55	2418.65
360.76	2701.27
360.97	3098.58
361.19	3258.32
361.40	2414.56
361.62	2614.23
361.83	3272.65
362.04	3317.71
362.26	2488.28
362.47	2596.82
362.69	2896.85
362.90	3070.93
363.12	2395.10
363.33	2541.53
363.54	3051.47
363.76	3136.46
363.97	2541.53
364.19	2506.71
364.40	3284.94
364.61	2926.55
364.83	2301.92
365.04	2636.76
365.26	2941.91
365.47	3294.16
365.68	2451.42
365.90	2568.15
366.11	2975.70
366.33	3269.58
366.54	2449.37
366.75	2371.55
366.97	2790.36
367.18	2864.08
367.40	2656.22
367.61	2545.63
367.82	2958.29
368.04	3096.53
368.25	2575.32
368.46	2550.75
368.68	2915.28
368.89	3326.93
369.11	2548.70
369.32	2605.02
369.53	3321.81
369.75	3044.31
369.96	2854.87
370.18	2696.15
370.39	2878.42
370.60	3017.68
370.82	2439.13
371.03	2439.13
371.24	3395.53
371.46	2853.84
371.67	2580.44
371.88	2450.39
372.10	2694.10
372.31	2773.97
372.53	2337.76
372.74	2448.35
372.95	2808.79
373.17	2770.90
373.38	2761.69
373.59	2693.08
373.81	2989.01
374.02	3260.37
374.23	2403.29
374.45	2862.04
374.66	3051.47
374.88	3035.09
375.09	2440.15
375.30	2858.96
375.52	2990.03
375.73	3212.24
375.94	2437.08
376.16	2769.88
376.37	3136.46
376.58	3122.13
376.80	2699.22
377.01	2720.73
377.22	3540.94
377.44	3163.09
377.65	2618.33
377.86	2298.84
378.08	3043.28
378.29	2820.05
378.50	2647.00
378.72	2403.29
378.93	3433.42
379.14	3212.24
379.36	2934.74
379.57	2577.37
379.78	2686.94
380.00	3107.79
380.21	2296.80
380.42	2339.80
380.64	2739.16
380.85	2773.97
381.06	2671.58
381.28	2506.71
381.49	3411.92
381.70	2878.42
381.92	2420.70
382.13	2602.97
382.34	3416.01
382.56	3263.44
382.77	2533.34
382.98	2544.60
383.19	3102.67
383.41	3058.64
383.62	2527.19
383.83	2668.50
384.05	3001.30
384.26	3114.96
384.47	2624.47
384.69	2526.17
384.90	2976.72
385.11	3261.39
385.33	2501.59
385.54	2741.21
385.75	2849.75
385.96	3222.48
386.18	3018.71
386.39	2642.90
386.60	2847.70
386.82	3275.73
387.03	2578.39
387.24	2562.01
387.45	2820.05
387.67	2820.05
387.88	2693.08
388.09	2660.31
388.31	2876.37
388.52	2939.86
388.73	2973.65
388.94	2526.17
389.16	3214.29
389.37	2786.26
389.58	2621.40
389.80	2494.43
390.01	2863.06
390.22	3150.80
390.43	2728.92
390.65	2712.53
390.86	2979.79
391.07	3130.32
391.29	2586.58
391.50	2321.37
391.71	3184.59
391.92	3142.61
392.14	2660.31
392.35	2695.13
392.56	2819.03
392.77	3130.32
392.99	2558.94
393.20	2424.80
393.41	2878.42
393.62	2959.31
393.84	2460.63
394.05	2617.30
394.26	3033.04
394.47	3311.57
394.69	2759.64
394.90	2828.24
395.11	2942.93
395.32	2955.22
395.54	2535.39
395.75	2419.68
395.96	2850.77
396.17	3319.76
396.39	2908.12
396.60	2465.75
396.81	3023.83
397.02	2918.36
397.24	2776.02
397.45	2877.40
397.66	2858.96
397.87	3189.71
398.09	2695.13
398.30	2454.49
398.51	3193.81
398.72	2836.44
398.94	2554.84
399.15	3027.92
399.36	3153.87
399.57	3131.34
399.79	2736.09
400.00	2908.12
400.21	2752.47
400.42	3065.81
400.63	2572.25
400.85	2788.31
401.06	2956.24
401.27	2985.94
401.48	3117.01
401.70	2573.27
401.91	3364.81
